name,email,date_of_birth,mobile_no,is_valid_date,is_valid_email,is_valid_name,is_valid_phone,above_18
Emily Hall,Emily_Hall@simpson-mccann.com,1993/01/13,173907,True,True,True,False,True
Julie Hartman,Julie_Hartman@hall.com,1993/09/27,6490282,True,True,True,False,True
Anna Moore,Anna_Moore@campos.com,28-04-2000,85376,True,True,True,False,True
Natasha Woods,Natasha_Woods@perez.com,12/05/2015,67416,True,True,True,False,False
Samuel Morrison,Samuel_Morrison@johnson.org,1961-07-07,93741,True,False,True,False,True
Heather Wood,Heather_Wood@kelly-cohen.com,1976/10/08,756489,True,True,True,False,True
Elizabeth Barrera,Elizabeth_Barrera@gibbs.biz,2000/08/16,15349719,True,False,True,True,True
Michael Avila,Michael_Avila@ramirez.org,01/23/1953,4615 8431,True,False,True,True,True
Justin Lopez,Justin_Lopez@gray.org,1954/05/06,290865,True,False,True,False,True
Joseph Mathis,Joseph_Mathis@greene.com,1956/10/31,1554022,True,True,True,False,True
Travis Brewer,Travis_Brewer@campbell.biz,2004-08-30,18116,True,False,True,False,False
Mary Snyder,Mary_Snyder@benson.com,2008-08-26,7772500,True,True,True,False,False
Juan Liu,Juan_Liu@harvey.com,01/27/2014,134769,True,True,True,False,False
Sherry Simpson,Sherry_Simpson@hamilton-wilcox.com,1993-01-02,6626397,True,True,True,False,True
Lisa Shaffer,Lisa_Shaffer@beltran-browning.biz,01/29/1990,756045,True,False,True,False,True
Juan Chapman,Juan_Chapman@huynh.info,1994/03/15,93221,True,False,True,False,True
Paul York,Paul_York@fisher.org,15-02-2004,89802735,True,False,True,True,False
Gina Taylor,Gina_Taylor@yates-kelly.net,05/03/2017,3799 1599,True,True,True,True,False
Nancy Williams,Nancy_Williams@davis.com,08-07-1997,4982741,True,True,True,False,True
Brandon Nixon,Brandon_Nixon@salas.info,24-12-1967,50571,True,False,True,False,True
Mary Adams,Mary_Adams@hubbard.com,1979-04-26,28361,True,True,True,False,True
Jonathan Cooley,Jonathan_Cooley@yates-burke.com,02-11-1993,4419605,True,True,True,False,True
Valerie Acosta,Valerie_Acosta@black-bridges.com,1976-05-27,142611,True,True,True,False,True
Terry Ali,Terry_Ali@ortiz.com,06/04/1995,73171,True,True,True,False,True
Nancy Velasquez,Nancy_Velasquez@ward.net,05/27/1962,6466860,True,True,True,False,True
John Rose,John_Rose@reid.com,11/05/1984,3025786,True,True,True,False,True
Brian Ramos,Brian_Ramos@parks.com,2001/11/26,3940147,True,True,True,False,True
John Joseph,John_Joseph@wilson-burton.org,02-04-1982,81841,True,False,True,False,True
Amber Mathis,Amber_Mathis@jensen-jensen.info,1968/04/26,41337495,True,False,True,True,True
 Amy Melendez,Amy_Melendez@anderson-gibbs.info,05/14/1993,39311,True,False,True,False,True
Glenda Chandler,Glenda_Chandler@hester.biz,12/05/2011,1548954,True,False,True,False,False
Seth Norman,Seth_Norman@hart.com,1955-02-17,1773360,True,True,True,False,True
Jessica Knight,Jessica_Knight@mcdowell-jones.info,1968-05-28,21071591,True,False,True,True,True
Paul Price,Paul_Price@rojas.com,1998/10/31,323031,True,True,True,False,True
Todd Carpenter,Todd_Carpenter@bowman-miller.com,1953-07-06,195069,True,True,True,False,True
Kathryn Greene,Kathryn_Greene@clay-ballard.biz,1973-08-03,2288385,True,False,True,False,True
Nicholas Meadows,Nicholas_Meadows@rogers-parrish.com,11/01/2007,53726,True,True,True,False,False
Frank Reid,Frank_Reid@henry.com,17-03-1952,68536,True,True,True,False,True
Linda Lynn,Linda_Lynn@baker-jensen.com,08/12/1964,6000576,True,True,True,False,True
Michael Johnson,Michael_Johnson@grimes-johnston.com,1999-06-11,27101,True,True,True,False,True
Jessica Chavez,Jessica_Chavez@oliver.info,25-03-1995,68367639,True,False,True,True,True
Kayla Miller,Kayla_Miller@flores.com,1977-08-28,7848611,True,True,True,False,True
Kristen Ortiz,Kristen_Ortiz@brooks.com,1999-05-30,9049160,True,True,True,False,True
Vincent Kelley,Vincent_Kelley@johnson.com,05/29/1986,8760025,True,True,True,False,True
Angela Jackson,Angela_Jackson@sanchez.com,1975-08-23,50366,True,True,True,False,True
Brenda Patterson,Brenda_Patterson@williamson.org,2016/03/14,38706,True,False,True,False,False
Tina Moody,Tina_Moody@dennis-fowler.org,2010-03-03,76401,True,False,True,False,False
Terry Greene,Terry_Greene@hernandez.com,2014/03/01,45216,True,True,True,False,False
Anthony Mitchell,Anthony_Mitchell@harris.net,15-08-1992,6435955,True,True,True,False,True
Laura Mason,Laura_Mason@foley-williams.com,1958/10/24,7347145,True,True,True,False,True
Melissa Burton,Melissa_Burton@jones.com,1974-10-12,328821,True,True,True,False,True
Christopher Ramirez,Christopher_Ramirez@wilson.com,2007-08-11,162129,True,True,True,False,False
Randy Green,Randy_Green@griffin.info,1956-01-14,37511,True,False,True,False,True
Michael Ross,Michael_Ross@martinez-tucker.com,2004-01-10,992109,True,True,True,False,False
Elizabeth Morris,Elizabeth_Morris@collins.com,1964-10-03,2493828,True,True,True,False,True
Erica Williams,Erica_Williams@craig.com,25-12-1952,63091,True,True,True,False,True
 Grace Phillips,Grace_Phillips@foley-davis.info,1969-05-31,71945055,True,False,True,True,True
Julie Johnson,Julie_Johnson@graves-cisneros.org,04/03/1969,857715,True,False,True,False,True
Andrew Smith,Andrew_Smith@everett.biz,1976/10/15,3357992,True,False,True,False,True
Aaron Anderson,Aaron_Anderson@buchanan.com,1992/09/06,68556,True,True,True,False,True
 Julian Allen,Julian_Allen@johnson.com,1986-06-07,8215817,True,True,True,False,True
John Simpson,John_Simpson@gonzalez.org,1975-10-12,7080830,True,False,True,False,True
Chelsea Williams,Chelsea_Williams@richardson-jones.net,25-06-1958,6541606,True,True,True,False,True
Denise Kent,Denise_Kent@smith.net,03-08-1957,587991,True,True,True,False,True
David Sullivan,David_Sullivan@garcia.biz,1951-11-14,75381,True,False,True,False,True
Tracy Irwin,Tracy_Irwin@dawson-williams.com,27-03-2010,84483503,True,True,True,True,False
Lisa Edwards,Lisa_Edwards@anderson.biz,13-03-2004,533865,True,False,True,False,False
Christopher Ruiz,Christopher_Ruiz@west-lynch.com,1978-05-21,92256,True,True,True,False,True
Laura Crane,Laura_Crane@reynolds.net,17-11-1963,9065414,True,True,True,False,True
James Robbins,James_Robbins@saunders.com,12-11-1972,834663,True,True,True,False,True
Amy Conway,Amy_Conway@horne-jones.com,2015-01-21,87662167,True,True,True,True,False
Nancy Morrison,Nancy_Morrison@perez.com,16-12-1968,285459,True,True,True,False,True
Robert Hughes,Robert_Hughes@scott.com,03/26/1988,89091,True,True,True,False,True
Candice Johnson,Candice_Johnson@morales.org,1991/09/15,8933849,True,False,True,False,True
George Moreno,George_Moreno@lee-peck.net,28-02-2012,7068377,True,True,True,False,False
Melissa Mccarthy,Melissa_Mccarthy@elliott.com,1984/11/29,861705,True,True,True,False,True
Diana Kelly,Diana_Kelly@young-fisher.com,02/07/2018,445161,True,True,True,False,False
Jeffrey Dennis,Jeffrey_Dennis@simmons.org,11-02-1984,25874695,True,False,True,True,True
Nicholas Maldonado,Nicholas_Maldonado@newton.com,1977/07/28,7480103,True,True,True,False,True
Jared Liu,Jared_Liu@carr-ray.com,28-06-1984,41716,True,True,True,False,True
Amy White,Amy_White@mccoy-melendez.net,09/03/1999,4367448,True,True,True,False,True
Melanie Brown,Melanie_Brown@lewis.net,1958/04/06,1819700,True,True,True,False,True
Charles Little,Charles_Little@peters.org,1961-08-29,2956759,True,False,True,False,True
Stephanie Nash,Stephanie_Nash@molina-white.com,10-08-1986,45876,True,True,True,False,True
Rebecca Archer,Rebecca_Archer@day-hoffman.org,1969/05/28,4877972,True,False,True,False,True
Bradley Johnson,Bradley_Johnson@harper.com,10-04-1985,56636,True,True,True,False,True
Jessica Saunders,Jessica_Saunders@bruce.com,1951-03-03,6092542,True,True,True,False,True
Dawn Brown,Dawn_Brown@hobbs-stevens.com,1982/04/11,38306,True,True,True,False,True
Paul George,Paul_George@cruz-martin.com,2005/07/06,59131,True,True,True,False,False
Miranda Garrison,Miranda_Garrison@allen.biz,2005-09-26,733041,True,False,True,False,False
Diane Romero,Diane_Romero@walker-mitchell.com,1975/03/03,5798969,True,True,True,False,True
Sylvia Allen,Sylvia_Allen@shannon-roth.net,1977/06/13,35861,True,True,True,False,True
Angela Short,Angela_Short@hansen.biz,06/02/1987,1873145,True,False,True,False,True
Chad Conley,Chad_Conley@flores.com,14-09-1997,9020551,True,True,True,False,True
Katie Gilmore,Katie_Gilmore@lopez.biz,1987/10/19,83937223,True,False,True,True,True
Ryan Hughes,Ryan_Hughes@brown.com,2018-08-04,376617,True,True,True,False,False
Stephanie Sandoval,Stephanie_Sandoval@larson.net,09/16/1951,8876442,True,True,True,False,True
Christine Moreno,Christine_Moreno@beltran.com,1974/08/06,7901384,True,True,True,False,True
Ana Mayo,Ana_Mayo@gray-ramirez.info,1980/03/21,855723,True,False,True,False,True
Cheryl Vaughn,Cheryl_Vaughn@velasquez.biz,1999/01/27,88146,True,False,True,False,True
Jennifer Hayes,Jennifer_Hayes@adkins.com,01/06/1985,60096,True,True,True,False,True
Maria Brewer,Maria_Brewer@myers.com,1991-05-18,391005,True,True,True,False,True
Patrick Downs,Patrick_Downs@jordan-ward.info,03/15/1993,7503504,True,False,True,False,True
Michelle Duncan,Michelle_Duncan@keith.com,1971/03/08,49421,True,True,True,False,True
Erika Diaz,Erika_Diaz@brooks-weber.com,1952-05-16,14861,True,True,True,False,True
Natalie Scott,Natalie_Scott@jones-rodriguez.com,1953-03-25,9408617,True,True,True,False,True
Mackenzie Thompson,Mackenzie_Thompson@goodwin.net,1970/08/13,461013,True,True,True,False,True
Christopher Guerrero,Christopher_Guerrero@white.biz,06/25/2007,6999 5555,True,False,True,True,False
Matthew Richard,Matthew_Richard@larsen.com,1992-12-11,4721144,True,True,True,False,True
Bridget Martin,Bridget_Martin@myers-douglas.com,15-01-2000,95031,True,True,True,False,True
Lawrence Valdez,Lawrence_Valdez@boyd-clayton.com,14-01-1953,81841,True,True,True,False,True
Thomas Reyes,Thomas_Reyes@wilson-davis.com,22-06-1962,3554174,True,True,True,False,True
Anthony Crosby,Anthony_Crosby@martinez.com,1960/12/01,64366,True,True,True,False,True
Tammy York,Tammy_York@perry.com,1999/11/17,6589941,True,True,True,False,True
William Frye,William_Frye@gibson.info,1999/03/20,636189,True,False,True,False,True
Eric Perez,Eric_Perez@salinas.info,1957-08-24,610569,True,False,True,False,True
Lindsey Li,Lindsey_Li@willis-nguyen.com,09/11/2006,15721,True,True,True,False,False
Sara Ruiz,Sara_Ruiz@evans.biz,05/12/1953,21106,True,False,True,False,True
Brittany Woods ,Brittany_Woods@jensen.com,1958/09/10,78226,True,True,True,False,True
Christopher Hudson,Christopher_Hudson@martin.org,1991/08/07,3193422,True,False,True,False,True
Dana Cline,Dana_Cline@reynolds.com,12/02/1983,881889,True,True,True,False,True
Breanna Davis,Breanna_Davis@turner.com,1959-09-20,33746,True,True,True,False,True
Lauren Mitchell,Lauren_Mitchell@taylor-huerta.com,07/06/1984,6218346,True,True,True,False,True
John Brown,John_Brown@khan-payne.biz,03-10-1970,2019683,True,False,True,False,True
Peter Tran,Peter_Tran@pollard.org,06/02/2011,5027 3379,True,False,True,True,False
Donna Martinez,Donna_Martinez@bond-clark.com,25-03-1972,24941,True,True,True,False,True
Aaron Thomas,Aaron_Thomas@brown-jackson.com,06-05-2016,6262453,True,True,True,False,False
Deborah Rasmussen,Deborah_Rasmussen@harris.com,07/03/1960,834819,True,True,True,False,True
Jennifer Green,Jennifer_Green@smith.net,2017-04-10,115413,True,True,True,False,False
Michael Miller,Michael_Miller@webb.net,22-08-1981,218877,True,True,True,False,True
Kimberly Francis,Kimberly_Francis@hernandez.net,1995-02-07,344535,True,True,True,False,True
Debra Wagner,Debra_Wagner@stewart-thompson.com,15-09-1984,39141,True,True,True,False,True
Tony Cannon,Tony_Cannon@jacobs.info,02-09-1954,15936,True,False,True,False,True
Rebekah Sanchez,Rebekah_Sanchez@johnson.info,14-02-1962,88256,True,False,True,False,True
Brandon Woodard,Brandon_Woodard@spencer-jackson.net,2000-07-30,73426,True,True,True,False,True
Alan Summers,Alan_Summers@lloyd-smith.com,11/01/2017,4899 2595,True,True,True,True,False
Tonya Cherry,Tonya_Cherry@mccall.biz,1995-08-03,7317745,True,False,True,False,True
Denise Carpenter,Denise_Carpenter@hernandez.com,03-11-1965,5174044,True,True,True,False,True
James Kim,James_Kim@gibbs-hughes.com,1952/04/22,76976,True,True,True,False,True
Eric Mcclure,Eric_Mcclure@tran-cummings.com,07/09/2012,6828900,True,True,True,False,False
Brian Smith,Brian_Smith@phillips-smith.com,1981/06/30,121587,True,True,True,False,True
Jeffery Gordon,Jeffery_Gordon@johnson-carr.com,06/25/1956,2874488,True,True,True,False,True
Kyle Taylor,Kyle_Taylor@burton.com,05-12-1953,47901,True,True,True,False,True
Thomas Underwood,Thomas_Underwood@ward-estes.com,29-08-1957,179085,True,True,True,False,True
David Jones,David_Jones@anderson.info,02/19/2003,405465,True,False,True,False,True
Julia Wolfe,Julia_Wolfe@nguyen.info,1968-12-19,741345,True,False,True,False,True
Ashley Johnson,Ashley_Johnson@duarte.info,1986-06-27,40141375,True,False,True,True,True
Derek Vaughn,Derek_Vaughn@barnes.com,1968-06-09,4600912,True,True,True,False,True
Joel Walters,Joel_Walters@sloan.com,1987/03/15,888927,True,True,True,False,True
Leonard Wheeler,Leonard_Wheeler@hicks-meadows.com,05/21/2007,628131,True,True,True,False,False
Jason Santos,Jason_Santos@french.com,02/22/1982,60776,True,True,True,False,True
April Spears,April_Spears@stephenson-walton.com,06/20/2003,945729,True,True,True,False,True
Gina Butler,Gina_Butler@faulkner.com,2017-02-18,3396884,True,True,True,False,False
Cheryl Alvarez,Cheryl_Alvarez@castillo.com,02/15/2005,9165164,True,True,True,False,False
Kyle Lee,Kyle_Lee@lloyd.info,01/18/1997,332493,True,False,True,False,True
Dylan White,Dylan_White@wood-howard.com,04/09/2004,72451,True,True,True,False,False
Martin Griffin,Martin_Griffin@allen.com,2005-01-02,36159095,True,True,True,True,False
Clinton Curtis,Clinton_Curtis@king-edwards.com,1986/02/28,47846,True,True,True,False,True
Justin Lester,Justin_Lester@williams-perez.com,1963/11/02,975069,True,True,True,False,True
Vanessa Montgomery,Vanessa_Montgomery@mooney.info,1961-12-02,510339,True,False,True,False,True
Melissa Wiley,Melissa_Wiley@roberts-wade.com,1978/09/12,53961,True,True,True,False,True
Jose Bates,Jose_Bates@maynard.com,1966/06/13,3133243,True,True,True,False,True
Christopher Taylor,Christopher_Taylor@thomas.biz,03/18/1996,51981,True,False,True,False,True
Michael Perkins,Michael_Perkins@hale.com,2018/10/17,33461,True,True,True,False,False
Lisa Harrison,Lisa_Harrison@smith-nguyen.com,22-02-1962,12016,True,True,True,False,True
Joe Ewing,Joe_Ewing@alvarez-day.org,03/25/2016,425835,True,False,True,False,False
Maria Miller,Maria_Miller@wilson.com,01-04-2011,893049,True,True,True,False,False
Seth Mayer,Seth_Mayer@dunn-terry.net,2000-08-04,47526,True,True,True,False,True
Erin Sharp,Erin_Sharp@murphy.com,2006-03-14,63091,True,True,True,False,False
Cindy Beasley,Cindy_Beasley@russell.com,2004-11-09,162447,True,True,True,False,False
Luis Brown,Luis_Brown@medina.org,1954/09/24,86879631,True,False,True,True,True
Cassandra Benjamin,Cassandra_Benjamin@clark.net,25-01-2005,98516,True,True,True,False,False
Kyle Dickson,Kyle_Dickson@davis.com,1970/06/30,193509,True,True,True,False,True
Elizabeth Gomez,Elizabeth_Gomez@miller-roberts.com,10/03/1955,401337,True,True,True,False,True
Tracey Kramer,Tracey_Kramer@rice.info,06-12-2005,95921,True,False,True,False,False
Shari Barry,Shari_Barry@herrera.com,05/23/1969,7118448,True,True,True,False,True
Holly Wilson,Holly_Wilson@miles.org,1972/05/06,870435,True,False,True,False,True
Wesley Young,Wesley_Young@jordan.com,31-01-2011,672225,True,True,True,False,False
Ashley Mckee,Ashley_Mckee@ramirez.org,2010/03/13,863889,True,False,True,False,False
Johnathan Graham,Johnathan_Graham@smith.com,1964/07/27,3227813,True,True,True,False,True
Ashley Davis,Ashley_Davis@mclaughlin.com,12/03/2002,784773,True,True,True,False,True
Michael Payne,Michael_Payne@austin.biz,19-02-1999,8910175,True,False,True,False,True
Alicia Crane,Alicia_Crane@charles.info,1967/08/29,1665938,True,False,True,False,True
Ruben Smith,Ruben_Smith@burton-wood.com,1982-03-27,732621,True,True,True,False,True
Diana Clayton,Diana_Clayton@orozco-clayton.com,1982-11-14,9713278,True,True,True,False,True
John Hale,John_Hale@collins-williams.com,1983-06-05,4678353,True,True,True,False,True
William Dunn,William_Dunn@mckinney.info,07-04-2016,2520806,True,False,True,False,False
Brittany Wade,Brittany_Wade@blair.com,09/26/2005,7047 2003,True,True,True,True,False
Sheena Lester,Sheena_Lester@vaughan.com,05/22/1952,6322191,True,True,True,False,True
Ann Gibson,Ann_Gibson@lewis.com,23-10-2011,1233457,True,True,True,False,False
Cynthia Quinn,Cynthia_Quinn@spencer-marshall.com,04-09-1963,5947236,True,True,True,False,True
Suzanne Colon,Suzanne_Colon@herrera.biz,1986/12/06,674091,True,False,True,False,True
Julie Paul,Julie_Paul@jackson-rogers.com,03-05-1968,397599,True,True,True,False,True
Patricia Webb,Patricia_Webb@rose-murphy.com,02/16/2012,7708730,True,True,True,False,False
Scott Paul,Scott_Paul@martinez-lane.com,23-05-1987,291075,True,True,True,False,True
Shirley Bailey,Shirley_Bailey@morris.com,31-10-2011,291885,True,True,True,False,False
Cameron Atkinson,Cameron_Atkinson@foster.net,01/31/1986,12256,True,True,True,False,True
Gary Gray,Gary_Gray@smith.com,2002/11/10,254439,True,True,True,False,True
Brenda Rosales,Brenda_Rosales@mora-brandt.com,1996-07-29,503073,True,True,True,False,True
Jeffrey Orr,Jeffrey_Orr@rosales.com,28-01-1977,81191,True,True,True,False,True
Lisa Snyder,Lisa_Snyder@wright-goodwin.com,03-02-1968,9356831,True,True,True,False,True
Curtis Daniels,Curtis_Daniels@williams-christensen.com,12/16/1963,2434776,True,True,True,False,True
Jessica Coleman,Jessica_Coleman@schmidt-gates.org,06/02/1960,97661,True,False,True,False,True
Mason Turner,Mason_Turner@gardner.com,1952/11/03,8895601,True,True,True,False,True
Mary Morris,Mary_Morris@martinez.info,1990-11-21,38456,True,False,True,False,True
Desiree Pham,Desiree_Pham@gomez.org,1998/09/18,21659871,True,False,True,True,True
Melanie Park,Melanie_Park@combs-pruitt.biz,01/11/2001,951177,True,False,True,False,True
Michelle Harmon,Michelle_Harmon@mcdonald.com,06-12-1987,9420384,True,True,True,False,True
Brandon Coleman,Brandon_Coleman@davis.com,30-01-1994,7990599,True,True,True,False,True
Anthony Fletcher,Anthony_Fletcher@perez-smith.com,2001-12-21,77901,True,True,True,False,True
Travis Wilkins,Travis_Wilkins@hoffman.net,04/08/1965,2650824,True,True,True,False,True
Ashlee Boyd,Ashlee_Boyd@may.com,24-01-2015,782109,True,True,True,False,False
Victoria Valdez,Victoria_Valdez@becker.com,1965/08/27,951579,True,True,True,False,True
Patrick Williams,Patrick_Williams@atkinson.com,05/20/1982,8227661,True,True,True,False,True
Johnathan Edwards,Johnathan_Edwards@richard.biz,01/20/1975,44586,True,False,True,False,True
Daniel Chambers,Daniel_Chambers@torres.com,08-01-1994,5232235,True,True,True,False,True
Alexandra Austin,Alexandra_Austin@duncan.com,1962-09-17,7423459,True,True,True,False,True
Ryan Garcia,Ryan_Garcia@cunningham-clark.com,1956/07/20,296433,True,True,True,False,True
Joseph Navarro,Joseph_Navarro@lawrence.com,08/16/1967,756525,True,True,True,False,True
Christina Nunez,Christina_Nunez@jordan.com,1983/02/21,711495,True,True,True,False,True
Angela Ruiz,Angela_Ruiz@ramirez.org,22-09-1998,32048807,True,False,True,True,True
Gregory Mitchell,Gregory_Mitchell@soto.com,1962/06/14,72196,True,True,True,False,True
Ashley Taylor,Ashley_Taylor@church.com,1995-08-04,66046,True,True,True,False,True
David Weaver,David_Weaver@eaton.org,27-05-1992,13469943,True,False,True,True,True
Michael Becker,Michael_Becker@morgan-moore.biz,07/18/1968,1893515,True,False,True,False,True
Bryan Lewis,Bryan_Lewis@guerrero-harris.org,1966/03/07,41243367,True,False,True,True,True
James Villegas,James_Villegas@patterson-hunt.com,18-06-2008,3708076,True,True,True,False,False
Samuel Alvarado,Samuel_Alvarado@glenn-bartlett.com,1990-06-09,13921,True,True,True,False,True
Gregory Foster,Gregory_Foster@martinez.com,1988/10/20,1927339,True,True,True,False,True
Jimmy Martin,Jimmy_Martin@nguyen-swanson.net,2008/06/28,61684983,True,True,True,True,False
Emily Wilson,Emily_Wilson@elliott-patterson.info,14-04-1951,651999,True,False,True,False,True
Mark Olsen,Mark_Olsen@montes.info,1995-05-08,5000836,True,False,True,False,True
Madeline Jones,Madeline_Jones@waters-nguyen.info,1950-08-30,34276,True,False,True,False,True
Tammy Becker ,Tammy_Becker@gonzalez.org,02/03/2018,6084380,True,False,True,False,False
Justin Mcdowell,Justin_Mcdowell@davis-peterson.org,1997-12-12,121569,True,False,True,False,True
Michael Cook,Michael_Cook@nichols.com,02/19/1989,885135,True,True,True,False,True
Jesse Johnson,Jesse_Johnson@blanchard.com,18-10-2017,808425,True,True,True,False,False
Steven Huber,Steven_Huber@owen.com,04/30/1981,295341,True,True,True,False,True
Aimee Brown,Aimee_Brown@ball.com,10/12/1988,8111860,True,True,True,False,True
Melinda Morris,Melinda_Morris@cooper-sharp.com,2007-03-19,219561,True,True,True,False,False
Michael Nichols,Michael_Nichols@bishop.biz,1967-09-26,35761,True,False,True,False,True
Amanda Rodriguez,Amanda_Rodriguez@wagner.org,15-02-1967,45111815,True,False,True,True,True
Christina Wilson,Christina_Wilson@holden-barker.biz,22-08-1975,5270875,True,False,True,False,True
Karen Hughes,Karen_Hughes@burgess.net,1952/05/18,2740200,True,True,True,False,True
Michael Dorsey,Michael_Dorsey@davis-shaw.biz,03/12/2010,542151,True,False,True,False,False
Donald Mason,Donald_Mason@foster.info,2014-06-18,98396,True,False,True,False,False
Amanda Mclaughlin,Amanda_Mclaughlin@juarez.com,2017-02-09,452535,True,True,True,False,False
Robert Herman,Robert_Herman@kelley.com,1971/11/11,71171,True,True,True,False,True
Tina Suarez,Tina_Suarez@martinez.net,26-08-2008,48067279,True,True,True,True,False
James Myers,James_Myers@wilson-salinas.com,12/17/2015,11151,True,True,True,False,False
 Destiny Morris ,Destiny_Morris@morris.biz,2002-04-24,34213111,True,False,True,True,True
Dean Sullivan,Dean_Sullivan@rojas.org,09/05/1972,8007686,True,False,True,False,True
Joseph Lester,Joseph_Lester@sullivan-thompson.com,15-05-2011,6319230,True,True,True,False,False
Andrew Serrano,Andrew_Serrano@ford.com,26-07-1999,704097,True,True,True,False,True
Joel Alvarez,Joel_Alvarez@barber-underwood.com,11-12-1959,97361,True,True,True,False,True
Antonio Baker,Antonio_Baker@adams-harrison.biz,1959/06/05,61275895,True,False,True,True,True
Cindy Padilla,Cindy_Padilla@schmidt.com,2003/04/07,146169,True,True,True,False,True
Ryan Huerta,Ryan_Huerta@gibson-parker.com,1952/06/26,99966,True,True,True,False,True
John Stein,John_Stein@carroll.net,04/26/1960,53761,True,True,True,False,True
Joshua Macias,Joshua_Macias@barnes.com,10/13/1980,67346,True,True,True,False,True
Nathan White,Nathan_White@friedman.com,04/19/1958,4196886,True,True,True,False,True
Matthew Thompson,Matthew_Thompson@casey.info,25-04-1958,7800262,True,False,True,False,True
Katherine Padilla,Katherine_Padilla@leach.biz,2012-06-12,83393263,True,False,True,True,False
Maria Rodriguez,Maria_Rodriguez@franklin-wells.net,1971-01-10,38641,True,True,True,False,True
John Booker ,John_Booker@lee-rodriguez.com,2012-03-16,287007,True,True,True,False,False
Jeffrey Nguyen,Jeffrey_Nguyen@poole.com,2013/09/22,716361,True,True,True,False,False
Jennifer Jackson,Jennifer_Jackson@griffin.com,02/17/1988,798099,True,True,True,False,True
Karen Ruiz,Karen_Ruiz@becker.com,21-07-1955,336843,True,True,True,False,True
Jeffrey Rodriguez,Jeffrey_Rodriguez@smith-pena.com,17-01-1951,13931,True,True,True,False,True
Andrew Garrett,Andrew_Garrett@burke.com,04/12/2006,59616,True,True,True,False,False
Melissa Allison,Melissa_Allison@watkins.info,2005/06/04,75546,True,False,True,False,False
Amber Haynes,Amber_Haynes@smith.com,07-10-1977,870567,True,True,True,False,True
William Jones,William_Jones@ford.com,2005-10-26,60103815,True,True,True,True,False
Steven Morton,Steven_Morton@barker.info,02-09-1954,576027,True,False,True,False,True
Kathy Erickson,Kathy_Erickson@martinez.com,2013-01-25,522855,True,True,True,False,False
Tammy Miller,Tammy_Miller@bennett.info,04/22/1963,97311,True,False,True,False,True
Steven Hill,Steven_Hill@ballard-mcintosh.com,2009-08-18,4852828,True,True,True,False,False
Gregory Carr,Gregory_Carr@carter-west.net,09-04-2002,61471,True,True,True,False,True
Elizabeth Vega,Elizabeth_Vega@davis.com,17-02-1988,97401,True,True,True,False,True
Samuel Shields,Samuel_Shields@buck.com,01/12/1990,2102654,True,True,True,False,True
Jon Mcmillan,Jon_Mcmillan@mcmahon-taylor.biz,01-04-1992,15207695,True,False,True,True,True
Heather Simpson,Heather_Simpson@clarke.com,10/01/1984,8474138,True,True,True,False,True
Ashley Duncan,Ashley_Duncan@garza-ray.com,12/01/1950,961881,True,True,True,False,True
Matthew Kim,Matthew_Kim@smith-martinez.com,2015/03/24,2565662,True,True,True,False,False
Nicole Anderson,Nicole_Anderson@richards.com,08/30/1999,24391,True,True,True,False,True
Andrew Conley,Andrew_Conley@berry.com,1951/03/09,942057,True,True,True,False,True
Joshua Jones,Joshua_Jones@reed-melendez.com,1954-10-29,667101,True,True,True,False,True
Megan Frederick,Megan_Frederick@hammond-harmon.com,12/14/1990,152967,True,True,True,False,True
Shawn Yang,Shawn_Yang@edwards-roberts.com,06/21/1983,5127571,True,True,True,False,True
Jennifer Cruz,Jennifer_Cruz@garcia.com,08/15/2007,61291,True,True,True,False,False
Jerry Lewis,Jerry_Lewis@myers-bates.net,22-03-1967,332283,True,True,True,False,True
Lisa Williams,Lisa_Williams@sloan.com,11/04/1951,39921,True,True,True,False,True
Austin Dougherty,Austin_Dougherty@schmidt.com,08-11-2001,959925,True,True,True,False,True
Tiffany Khan,Tiffany_Khan@nelson-patterson.info,1958-03-02,9913520,True,False,True,False,True
Bradley Hanson,Bradley_Hanson@wolfe-guzman.com,2016-09-29,91001,True,True,True,False,False
Debra Lee,Debra_Lee@kelley.com,1953/07/16,4660202,True,True,True,False,True
Juan Ellison,Juan_Ellison@cole-castillo.com,12/22/2012,942585,True,True,True,False,False
Kristy Johnson,Kristy_Johnson@spencer.com,11/27/1981,11166,True,True,True,False,True
Micheal Castro,Micheal_Castro@beck.com,1986/11/10,95301,True,True,True,False,True
Scott Dunn,Scott_Dunn@sullivan.com,1963/07/07,7901188,True,True,True,False,True
Tyler Johnson,Tyler_Johnson@pearson.net,01/13/1958,6371660,True,True,True,False,True
Daniel Alexander,Daniel_Alexander@castro.com,04/10/1991,41841,True,True,True,False,True
Jennifer Powell,Jennifer_Powell@lambert.biz,1951-10-27,9321985,True,False,True,False,True
Stacy Wright,Stacy_Wright@jones-schneider.com,10/26/1964,560691,True,True,True,False,True
Jennifer Sosa,Jennifer_Sosa@buchanan.com,06/28/1991,2886367,True,True,True,False,True
Charles Hall,Charles_Hall@rogers.com,1952/04/29,8139657,True,True,True,False,True
Jennifer Ward,Jennifer_Ward@taylor-diaz.com,01/23/1998,936933,True,True,True,False,True
Courtney Jones,Courtney_Jones@brown.info,05-06-1970,932307,True,False,True,False,True
